iter	Logloss
155	0.2598686516
156	0.2588201165
157	0.2578182817
158	0.2568922639
159	0.2559863925
160	0.2550120354
161	0.2545670569
162	0.2537351251
163	0.2532035708
164	0.2526696026
165	0.2519003153
166	0.2509933114
167	0.2500851154
168	0.2491881102
169	0.2485753596
170	0.2476943135
171	0.2470507473
172	0.2464555204
173	0.2458278537
174	0.2449782938
175	0.2442636341
176	0.2436489761
177	0.2430777848
178	0.2424250543
179	0.2417679429
180	0.2412316948
181	0.2403303534
182	0.2397671193
183	0.2390752733
184	0.2385196984
185	0.2379639745
186	0.2375813425
187	0.2370079607
188	0.2362277955
189	0.2356980145
190	0.2351776809
191	0.2346202731
192	0.234036535
193	0.233412236
194	0.2327718288
195	0.2320064753
196	0.2314005494
197	0.2309072167
198	0.2304711044
199	0.229924053
200	0.2292236388
201	0.2288354337
202	0.2285792083
203	0.2281423807
204	0.2276449054
205	0.2270862162
206	0.2267158628
207	0.2262551636
208	0.225742355
209	0.2252914906
210	0.2247790843
211	0.2241870314
212	0.2237529308
213	0.223166734
214	0.2225213498
215	0.2222386897
216	0.2216618806
217	0.2213313282
218	0.2208878696
219	0.2204182446
220	0.2198127806
221	0.2192849219
222	0.2187395692
223	0.2182790935
224	0.2180040926
225	0.217542842
226	0.2170673311
227	0.2165882289
228	0.2161390185
229	0.215634346
230	0.2150874287
231	0.2147844136
232	0.2142424434
233	0.2136614025
234	0.2129458785
235	0.2125810832
236	0.2120782137
237	0.2117261738
238	0.2112106085
239	0.2108086944
240	0.2104209661
241	0.2100530565
242	0.2096461356
243	0.2092224509
244	0.2087025344
245	0.208124578
246	0.2077524662
247	0.2072739452
248	0.2067815959
249	0.2064556181
250	0.2060611844
251	0.2055998147
252	0.2051606327
253	0.2046437413
254	0.2042798698
255	0.20391123
256	0.203546226
257	0.2032193393
258	0.2028267682
259	0.2026227862
260	0.2023571432
261	0.2019779384
262	0.2015700042
263	0.2011454105
264	0.2009439915
265	0.2006038129
266	0.200198099
267	0.1998260617
268	0.1993755698
269	0.1991167217
270	0.1987579018
271	0.1985201985
272	0.1981812716
273	0.1978136152
274	0.197574541
275	0.1971539557
276	0.1969150901
277	0.1964990348
278	0.1959441304
279	0.1955736428
280	0.1952018291
281	0.194942221
282	0.1946165413
283	0.1943438202
284	0.1939997822
285	0.193704322
286	0.1933824122
287	0.1930844039
288	0.1926714629
289	0.192147404
290	0.1919466108
291	0.1916340888
292	0.1913119256
293	0.19100748
294	0.190729782
295	0.190334335
296	0.1900703162
297	0.1897033602
298	0.189470917
299	0.1891323328
300	0.1888333857
301	0.1885417998
302	0.1883479655
303	0.187884599
304	0.1875472665
305	0.1872381568
306	0.1866397262
307	0.1863103509
308	0.185998708
309	0.1857033372
310	0.1855105311
311	0.1851224452
312	0.1848401129
313	0.1844976395
314	0.1843096912
315	0.1838049591
316	0.183397755
317	0.1832189858
318	0.1828470826
319	0.1826767921
320	0.1824420244
321	0.1819988489
322	0.181490913
323	0.1810142398
324	0.1806861609
325	0.1804240793
326	0.18010059
327	0.1798247844
328	0.1795542091
329	0.179260999
330	0.1789028049
331	0.178619355
332	0.178257376
333	0.1780076474
334	0.1776344627
335	0.1773127913
336	0.177104786
337	0.176951319
338	0.1766017228
339	0.1762737036
340	0.1760401726
341	0.1759090424
342	0.1757038534
343	0.1755369008
344	0.1752956659
345	0.1749817133
346	0.1746999919
347	0.1745070368
348	0.1741425842
349	0.1739445925
350	0.1736965477
351	0.1733451486
352	0.1731283218
353	0.1727758497
354	0.1724191904
355	0.17197752
356	0.1716704369
357	0.1713578254
358	0.1709796041
359	0.1706062406
360	0.1702927202
361	0.1700945199
362	0.1698043197
363	0.1696189642
364	0.1693757921
365	0.1691343784
366	0.1688868701
367	0.1687127948
368	0.1684268415
369	0.1681096554
370	0.1676408798
371	0.1674166769
372	0.1672526896
373	0.1669591516
374	0.1667327881
375	0.1665115654
376	0.1662679166
377	0.1659236103
378	0.1656556427
379	0.1652092487
380	0.1649015546
381	0.1648218185
382	0.1645617783
383	0.1642450094
384	0.1639860272
385	0.1636882573
386	0.1635217369
387	0.1633749157
388	0.1631490886
389	0.1627934873
390	0.1624828279
391	0.1624622643
392	0.1623314619
393	0.1619315892
394	0.1616532058
395	0.1613765508
396	0.1611702144
397	0.1610164642
398	0.1608305573
399	0.1606550664
400	0.1604493558
401	0.1602207124
402	0.1600201428
403	0.1597948968
404	0.1595148146
405	0.1592236757
406	0.1590069979
407	0.1588189751
408	0.1585691124
409	0.1583992839
410	0.1581928432
411	0.1579372138
412	0.1576710343
413	0.1576315761
414	0.1573602855
415	0.1570949703
416	0.1569749117
417	0.1567418873
418	0.1564853042
419	0.1562551856
420	0.1561261564
421	0.1559871733
422	0.1556678414
423	0.1554173827
424	0.1552045643
425	0.1550795585
426	0.1548327655
427	0.1547399461
428	0.1546045989
429	0.1543960869
430	0.1542186439
431	0.1541341245
432	0.1539865285
433	0.1537321508
434	0.1534294635
435	0.1531449258
436	0.153029561
437	0.1526935697
438	0.1525778472
439	0.1524728388
440	0.1522998363
441	0.1519612074
442	0.1518188864
443	0.1515908837
444	0.1514974833
445	0.1513561457
446	0.1512370557
447	0.1509817392
448	0.1507707834
449	0.1504857242
450	0.150292933
451	0.1500300765
452	0.1497347355
453	0.1495977342
454	0.1494643688
455	0.1492301822
456	0.1489629745
457	0.1487061381
458	0.1484277248
459	0.1482872963
460	0.1481058002
461	0.1479935944
462	0.14783898
463	0.1476400495
464	0.1475175619
465	0.1473946273
466	0.1470215321
467	0.1467951983
468	0.1466160268
469	0.1464464515
470	0.1461326182
471	0.1460377574
472	0.1459421515
473	0.1457302272
474	0.1453712881
475	0.1452588737
476	0.1451197565
477	0.1449071616
478	0.1447003782
479	0.1444619
480	0.1443113238
481	0.1442139298
482	0.1440187246
483	0.1438433826
484	0.1436255872
485	0.1434406638
486	0.143299818
487	0.1431353688
488	0.1428906918
489	0.142618522
490	0.1423386633
491	0.1421876252
492	0.1419806182
493	0.1418611705
494	0.1416045278
495	0.1414134651
496	0.1412871927
497	0.1410949677
498	0.1409717798
499	0.1408474296
500	0.1406477094
501	0.1405356526
502	0.140366137
503	0.1402629018
504	0.1401378363
505	0.1399409771
506	0.1397438347
507	0.1396210194
508	0.1394209117
509	0.1393209994
510	0.1391624063
511	0.1389061213
512	0.1387243271
513	0.1385751069
514	0.1384021938
515	0.1382445693
516	0.1380636096
517	0.1378519088
518	0.1376727521
519	0.137488991
520	0.137201488
521	0.1369198859
522	0.1367926598
523	0.1366870552
524	0.1365615129
525	0.1363260448
526	0.1362591535
527	0.1359604299
528	0.1359153986
529	0.1357370913
530	0.1356908083
531	0.1355483234
532	0.1353687346
533	0.1351683587
534	0.1350841075
535	0.1349484921
536	0.1348546445
537	0.1345793903
538	0.1343724728
539	0.1343127042
540	0.134221673
541	0.134138763
542	0.1339531243
543	0.1337519586
544	0.1334753335
545	0.1333728135
546	0.1332036108
547	0.1328926235
548	0.1326311231
549	0.1324363053
550	0.1323015988
551	0.1321126968
552	0.1319984198
553	0.1317292154
554	0.1315506548
555	0.1313613057
556	0.1312312335
557	0.1310983151
558	0.1309038997
559	0.1307305843
560	0.1305748522
561	0.1304087341
562	0.1302976906
563	0.1301220953
564	0.129930377
565	0.1297791153
566	0.1296949685
567	0.1295537204
568	0.1294472665
569	0.1292136908
570	0.1290895641
571	0.1287691444
572	0.1286332607
573	0.1285460293
574	0.1284424514
575	0.1283764243
576	0.12816149
577	0.1279873848
578	0.1277717948
579	0.1275614053
580	0.1274095625
581	0.1272931695
582	0.1272893399
583	0.1271348894
584	0.1271197498
585	0.127017796
586	0.1269126534
587	0.1267839372
588	0.1267142296
589	0.1266222894
590	0.1265205145
591	0.126279667
592	0.126131013
593	0.1260021478
594	0.1258303225
595	0.1257416159
596	0.1256127357
597	0.1254343987
598	0.125290364
599	0.1252124459
600	0.1251851618
601	0.1250536144
602	0.1249772459
603	0.124843128
604	0.1246041507
605	0.1243627071
606	0.124177441
607	0.123984091
608	0.1239126623
609	0.1237123758
610	0.1236095577
611	0.1234936416
612	0.1233812571
613	0.1231745929
614	0.1230118871
615	0.1228429005
616	0.122766085
617	0.1227074116
618	0.1226056293
619	0.1224908009
620	0.1223144978
621	0.1222380102
622	0.1220293343
623	0.1218657047
624	0.1217026114
625	0.121489279
626	0.1212165058
627	0.121161662
628	0.1209180504
629	0.1207586676
630	0.1206229404
631	0.1205128282
632	0.1205042303
633	0.1204484254
634	0.1202857569
635	0.1202176958
636	0.1201487929
637	0.1199050844
638	0.1198205426
639	0.1197099164
640	0.1195207983
641	0.1193884388
642	0.1193010882
643	0.1192086935
644	0.1191057116
645	0.1190024912
646	0.1189797223
647	0.1189003661
648	0.1186859459
649	0.1183899567
650	0.1182141155
651	0.1181530729
652	0.118077673
653	0.1178940982
654	0.1177123114
655	0.1175655276
656	0.1174549013
657	0.1173125803
658	0.1171218902
659	0.116931431
660	0.1167447567
661	0.1166497841
662	0.1165195927
663	0.1164102107
664	0.11621584
665	0.1160463318
666	0.115992479
667	0.1158596426
668	0.1156126037
669	0.1153799519
670	0.1151970029
671	0.1151154339
672	0.1149304211
673	0.1147851944
674	0.114661105
675	0.1145062745
676	0.1143079773
677	0.1141114533
678	0.114026621
679	0.113770023
680	0.1136128157
681	0.1134631559
682	0.1133832186
683	0.1132327989
684	0.1131834686
685	0.1130154282
686	0.1129495502
687	0.1127945855
688	0.1127090156
689	0.1126264483
690	0.1125460193
691	0.112380676
692	0.1122707278
693	0.1121467352
694	0.112047717
695	0.1118819267
696	0.1116941869
697	0.1115796864
698	0.1114829406
699	0.1113706529
700	0.1111686677
701	0.1110474169
702	0.1109630764
703	0.1108470857
704	0.1107334495
705	0.1106026173
706	0.110546045
707	0.1103723496
708	0.1102960333
709	0.1102019027
710	0.1099779457
711	0.1097778231
712	0.1096482351
713	0.1094751805
714	0.1093843207
715	0.1091893762
716	0.1090700403
717	0.1088675335
718	0.1087408811
719	0.1085893363
720	0.1084087566
721	0.1082046777
722	0.108149454
723	0.1081179306
724	0.1079341918
725	0.1078237891
726	0.1077274308
727	0.1075905934
728	0.1074382216
729	0.1072869003
730	0.1071055904
731	0.1070028245
732	0.1068933308
733	0.1067861915
734	0.1066102386
735	0.1065000892
736	0.1064419597
737	0.1063186228
738	0.1062025204
739	0.1061318144
740	0.1059425622
741	0.1058525443
742	0.1056844443
743	0.1055653319
744	0.1054413542
745	0.1053266525
746	0.1052462459
747	0.1052011326
748	0.1049903035
749	0.1048812717
750	0.1047770083
751	0.1046625003
752	0.1045736223
753	0.1044468433
754	0.1044278294
755	0.1042696834
756	0.1042112038
757	0.1040895954
758	0.1039669663
759	0.1038463637
760	0.1037096828
761	0.1036786661
762	0.1035692394
763	0.103487052
764	0.1033724472
765	0.1032762527
766	0.1031217873
767	0.1029680371
768	0.1027952731
769	0.1026975363
770	0.1025699526
771	0.1024508923
772	0.1022944897
773	0.1022178084
774	0.1021132767
775	0.1019399166
776	0.1017778218
777	0.1016625017
778	0.1014704183
779	0.1014094055
780	0.1012188047
781	0.1010995954
782	0.1009916216
783	0.100786753
784	0.1007237807
785	0.1006394178
786	0.1005174816
787	0.1004638597
788	0.1003508493
789	0.1001649946
790	0.1000938267
791	0.09999956191
792	0.09984488785
793	0.09981323034
794	0.09961743653
795	0.0994438529
796	0.09934136271
797	0.09925185144
798	0.09909752756
799	0.09893035144
800	0.0988433063
801	0.09873349965
802	0.09864767641
803	0.09857410192
804	0.09847068042
805	0.0983806774
806	0.09815701842
807	0.09795229137
808	0.09782724828
809	0.09775333852
810	0.09763225913
811	0.09750620276
812	0.09740565717
813	0.09721980989
814	0.097024858
815	0.09691885114
816	0.09682098031
817	0.09672243148
818	0.09665309638
819	0.09658415616
820	0.09645941854
821	0.09638796747
822	0.0963486433
823	0.09620404243
824	0.09611583501
825	0.09603533894
826	0.09583564848
827	0.09568164498
828	0.09556957334
829	0.09545802325
830	0.09531405568
831	0.09524487704
832	0.09511125088
833	0.09496986866
834	0.09482218325
835	0.0947547704
836	0.09459943324
837	0.09451666474
838	0.09436780214
839	0.09428340197
840	0.09414948523
841	0.09409925342
842	0.09397882223
843	0.09392375499
844	0.09377193451
845	0.09364940971
846	0.09345658123
847	0.09335422516
848	0.09321351349
849	0.09314055741
850	0.0930634737
851	0.09289712459
852	0.09277638048
853	0.0926938206
854	0.09250162542
855	0.09236661345
856	0.09223635495
857	0.09214222431
858	0.09204664826
859	0.09194416553
860	0.09185854346
861	0.09172718227
862	0.09163265675
863	0.09150515497
864	0.0914414525
865	0.09136983752
866	0.09123995155
867	0.0911835134
868	0.09111695737
869	0.09105084836
870	0.09095464647
871	0.09085671604
872	0.09074369073
873	0.09059967101
874	0.09047454596
875	0.09039720148
876	0.09030345082
877	0.0902453661
878	0.09011496603
879	0.08998145163
880	0.08982555568
881	0.08975956589
882	0.08966701478
883	0.08953534067
884	0.08945564181
885	0.08936455846
886	0.08919775486
887	0.08916443586
888	0.08903303742
889	0.08893953264
890	0.08884772658
891	0.08874921501
892	0.08863645792
893	0.08842208982
894	0.08831305802
895	0.08817114681
896	0.08808666468
897	0.08795757592
898	0.08787877858
899	0.08782111108
900	0.08772879839
901	0.08768033981
902	0.08752182126
903	0.08733583987
904	0.08721405268
905	0.08713955432
906	0.08701482415
907	0.08694033325
908	0.08686859161
909	0.08683751523
910	0.08670870215
911	0.08663372695
912	0.08652939647
913	0.08645777404
914	0.08633349836
915	0.08619008958
916	0.08610853553
917	0.08598137647
918	0.08591321856
919	0.08582485467
920	0.0857353285
921	0.08559068292
922	0.08548565209
923	0.08538351953
924	0.08532383293
925	0.08523085713
926	0.08514321595
927	0.08505743742
928	0.08498807997
929	0.08495248109
930	0.08480468392
931	0.08474157006
932	0.08466739953
933	0.08462832123
934	0.08449664712
935	0.08438910544
936	0.08431713283
937	0.08423432708
938	0.08409693837
939	0.08407580853
940	0.08399108797
941	0.0838290602
942	0.08380853385
943	0.08369016647
944	0.08363834023
945	0.08356735855
946	0.08344124258
947	0.08325465769
948	0.08314093947
949	0.08310652524
950	0.08299282193
951	0.08285148442
952	0.0827049315
953	0.08263918757
954	0.08255226165
955	0.08245801926
956	0.08234123886
957	0.0822276026
958	0.08217581362
959	0.08207087219
960	0.08197301626
961	0.08193958551
962	0.08182120323
963	0.08171829581
964	0.08166169375
965	0.08157131821
966	0.08148862422
967	0.08136314899
968	0.08127804846
969	0.08116322756
970	0.08111784607
971	0.08100104332
972	0.08095042408
973	0.08084094524
974	0.08073819429
975	0.08059808612
976	0.08054956794
977	0.08044227213
978	0.08037129045
979	0.08029708266
980	0.08022563159
981	0.08009100705
982	0.08002765477
983	0.0799138397
984	0.07982874662
985	0.07976271957
986	0.07969138026
987	0.07964356989
988	0.07958695292
989	0.07952721417
990	0.07944865525
991	0.07940270752
992	0.07931677997
993	0.07920184731
994	0.0790989548
995	0.07903982699
996	0.07894253731
997	0.07884849608
998	0.07875804603
999	0.0786447078
